Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Km_Per_Year,Model,Price_Lakhs
Skoda,Kolkata,2021,61285,Petrol,Automatic,Second,18.5,999.0,115.0,5.0,5,12257.0,Kushaq Ambition 1.0 TSI,9.45
Skoda,Coimbatore,2022,70875,Petrol,Manual,Second,18.6,999.0,115.0,5.0,4,17718.8,Kushaq Ambition 1.0 TSI,6.25
Skoda,Mumbai,2022,44915,Petrol,Manual,First,19.9,999.0,115.0,5.0,4,11228.8,Kushaq Ambition 1.0 TSI,8.72
Skoda,Delhi,2022,40814,Petrol,Automatic,First,19.6,999.0,115.0,5.0,4,10203.5,Kushaq Ambition 1.0 TSI,10.29
Skoda,Hyderabad,2022,58062,Petrol,Manual,Second,18.8,999.0,115.0,5.0,4,14515.5,Kushaq Ambition 1.0 TSI,11.08
Skoda,Chennai,2022,32349,Petrol,Manual,First,19.2,999.0,115.0,5.0,4,8087.2,Kushaq Ambition 1.0 TSI,7.32
Skoda,Pune,2022,55044,Petrol,Manual,Second,19.7,999.0,115.0,5.0,4,13761.0,Kushaq Ambition 1.0 TSI,7.79
Skoda,Kochi,2023,30015,Petrol,Automatic,First,18.9,999.0,115.0,5.0,3,10005.0,Kushaq Ambition 1.0 TSI,9.77
Skoda,Kolkata,2023,40057,Petrol,Manual,Second,18.5,999.0,115.0,5.0,3,13352.3,Kushaq Ambition 1.0 TSI,11.94
Skoda,Ahmedabad,2023,26094,Petrol,Manual,Second,19.8,999.0,115.0,5.0,3,8698.0,Kushaq Ambition 1.0 TSI,7.73
Skoda,Pune,2023,43047,Petrol,Manual,First,18.7,999.0,115.0,5.0,3,14349.0,Kushaq Ambition 1.0 TSI,9.91
Skoda,Jaipur,2023,37992,Petrol,Automatic,First,18.4,999.0,115.0,5.0,3,12664.0,Kushaq Ambition 1.0 TSI,7.8
Skoda,Jaipur,2023,46677,Petrol,Manual,First,19.5,999.0,115.0,5.0,3,15559.0,Kushaq Ambition 1.0 TSI,9.14
Skoda,Kochi,2024,23623,Petrol,Manual,First,18.7,999.0,115.0,5.0,2,11811.5,Kushaq Ambition 1.0 TSI,7.75
Skoda,Coimbatore,2024,25309,Petrol,Manual,First,19.7,999.0,115.0,5.0,2,12654.5,Kushaq Ambition 1.0 TSI,10.36
Skoda,Kochi,2024,20678,Petrol,Automatic,First,19.3,999.0,115.0,5.0,2,10339.0,Kushaq Ambition 1.0 TSI,8.66
Skoda,Kolkata,2024,29526,Petrol,Automatic,First,19.6,999.0,115.0,5.0,2,14763.0,Kushaq Ambition 1.0 TSI,11.39
Skoda,Bangalore,2024,13623,Petrol,Automatic,First,18.8,999.0,115.0,5.0,2,6811.5,Kushaq Ambition 1.0 TSI,12.75
Skoda,Kochi,2024,21717,Petrol,Automatic,First,20.0,999.0,115.0,5.0,2,10858.5,Kushaq Ambition 1.0 TSI,9.24
Skoda,Delhi,2025,15815,Petrol,Automatic,First,18.4,999.0,115.0,5.0,1,15815.0,Kushaq Ambition 1.0 TSI,14.83
Skoda,Ahmedabad,2025,10098,Petrol,Automatic,First,19.9,999.0,115.0,5.0,1,10098.0,Kushaq Ambition 1.0 TSI,9.77
Skoda,Hyderabad,2025,10997,Petrol,Automatic,First,19.2,999.0,115.0,5.0,1,10997.0,Kushaq Ambition 1.0 TSI,15.48
Skoda,Kochi,2025,10036,Petrol,Manual,First,19.3,999.0,115.0,5.0,1,10036.0,Kushaq Ambition 1.0 TSI,11.26
Skoda,Pune,2026,5269,Petrol,Manual,First,19.4,999.0,115.0,5.0,0,5269.0,Kushaq Ambition 1.0 TSI,15.39
Skoda,Delhi,2026,6320,Petrol,Automatic,First,18.3,999.0,115.0,5.0,0,6320.0,Kushaq Ambition 1.0 TSI,9.0
Skoda,Mumbai,2022,44911,Petrol,Automatic,First,13.4,1984.0,187.4,7.0,4,11227.8,Kodiaq L&K,29.77
Skoda,Kolkata,2022,57747,Petrol,Automatic,First,13.3,1984.0,187.4,7.0,4,14436.8,Kodiaq L&K,30.41
Skoda,Hyderabad,2022,38526,Petrol,Automatic,Second,12.9,1984.0,187.4,7.0,4,9631.5,Kodiaq L&K,20.95
Skoda,Jaipur,2022,55169,Petrol,Automatic,First,12.4,1984.0,187.4,7.0,4,13792.2,Kodiaq L&K,25.51
Skoda,Kochi,2022,28876,Petrol,Automatic,First,12.5,1984.0,187.4,7.0,4,7219.0,Kodiaq L&K,16.67
Skoda,Hyderabad,2022,45205,Petrol,Automatic,First,12.4,1984.0,187.4,7.0,4,11301.2,Kodiaq L&K,27.61
Skoda,Pune,2023,19962,Petrol,Automatic,First,13.0,1984.0,187.4,7.0,3,6654.0,Kodiaq L&K,22.73
Skoda,Coimbatore,2023,41046,Petrol,Automatic,First,12.5,1984.0,187.4,7.0,3,13682.0,Kodiaq L&K,27.94
Skoda,Jaipur,2023,42305,Petrol,Automatic,First,13.1,1984.0,187.4,7.0,3,14101.7,Kodiaq L&K,29.44
Skoda,Pune,2023,40094,Petrol,Automatic,First,12.4,1984.0,187.4,7.0,3,13364.7,Kodiaq L&K,16.94
Skoda,Hyderabad,2023,29224,Petrol,Automatic,First,12.5,1984.0,187.4,7.0,3,9741.3,Kodiaq L&K,33.61
Skoda,Ahmedabad,2023,37239,Petrol,Automatic,First,12.8,1984.0,187.4,7.0,3,12413.0,Kodiaq L&K,31.0
Skoda,Kolkata,2024,21847,Petrol,Automatic,First,12.9,1984.0,187.4,7.0,2,10923.5,Kodiaq L&K,25.69
Skoda,Kolkata,2024,23427,Petrol,Automatic,First,12.6,1984.0,187.4,7.0,2,11713.5,Kodiaq L&K,38.71
Skoda,Hyderabad,2024,28246,Petrol,Automatic,First,13.4,1984.0,187.4,7.0,2,14123.0,Kodiaq L&K,40.29
Skoda,Hyderabad,2024,30166,Petrol,Automatic,First,13.4,1984.0,187.4,7.0,2,15083.0,Kodiaq L&K,21.51
Skoda,Kochi,2024,15277,Petrol,Automatic,First,13.1,1984.0,187.4,7.0,2,7638.5,Kodiaq L&K,28.49
Skoda,Chennai,2024,20658,Petrol,Automatic,First,12.8,1984.0,187.4,7.0,2,10329.0,Kodiaq L&K,33.72
Skoda,Hyderabad,2025,16992,Petrol,Automatic,First,13.4,1984.0,187.4,7.0,1,16992.0,Kodiaq L&K,31.34
Skoda,Mumbai,2025,12356,Petrol,Automatic,First,13.2,1984.0,187.4,7.0,1,12356.0,Kodiaq L&K,42.21
Skoda,Kochi,2025,8270,Petrol,Automatic,First,12.4,1984.0,187.4,7.0,1,8270.0,Kodiaq L&K,47.72
Skoda,Delhi,2025,7257,Petrol,Automatic,First,13.2,1984.0,187.4,7.0,1,7257.0,Kodiaq L&K,23.45
Skoda,Jaipur,2026,2246,Petrol,Automatic,First,12.2,1984.0,187.4,7.0,0,2246.0,Kodiaq L&K,40.11
Skoda,Coimbatore,2026,4561,Petrol,Automatic,First,12.2,1984.0,187.4,7.0,0,4561.0,Kodiaq L&K,39.32
Skoda,Kolkata,2020,69844,Petrol,Automatic,First,15.8,1984.0,190.0,5.0,6,11640.7,Superb L&K 2.0 TSI,20.82
Skoda,Chennai,2020,98933,Petrol,Automatic,First,14.9,1984.0,190.0,5.0,6,16488.8,Superb L&K 2.0 TSI,17.48
Skoda,Jaipur,2020,64896,Petrol,Automatic,First,15.4,1984.0,190.0,5.0,6,10816.0,Superb L&K 2.0 TSI,22.91
Skoda,Ahmedabad,2020,87845,Petrol,Automatic,First,14.8,1984.0,190.0,5.0,6,14640.8,Superb L&K 2.0 TSI,19.46
Skoda,Hyderabad,2021,45753,Petrol,Automatic,First,14.7,1984.0,190.0,5.0,5,9150.6,Superb L&K 2.0 TSI,13.79
Skoda,Chennai,2021,60057,Petrol,Automatic,Second,15.1,1984.0,190.0,5.0,5,12011.4,Superb L&K 2.0 TSI,24.22
Skoda,Kolkata,2021,77329,Petrol,Automatic,First,15.1,1984.0,190.0,5.0,5,15465.8,Superb L&K 2.0 TSI,19.35
Skoda,Kochi,2021,32498,Petrol,Automatic,First,15.2,1984.0,190.0,5.0,5,6499.6,Superb L&K 2.0 TSI,19.33
Skoda,Bangalore,2022,38172,Petrol,Automatic,First,14.7,1984.0,190.0,5.0,4,9543.0,Superb L&K 2.0 TSI,19.9
Skoda,Jaipur,2022,47383,Petrol,Automatic,First,14.9,1984.0,190.0,5.0,4,11845.8,Superb L&K 2.0 TSI,21.99
Skoda,Kochi,2022,48556,Petrol,Automatic,First,15.2,1984.0,190.0,5.0,4,12139.0,Superb L&K 2.0 TSI,17.01
Skoda,Kochi,2022,29022,Petrol,Automatic,First,14.5,1984.0,190.0,5.0,4,7255.5,Superb L&K 2.0 TSI,26.43
Skoda,Kolkata,2022,42206,Petrol,Automatic,First,14.6,1984.0,190.0,5.0,4,10551.5,Superb L&K 2.0 TSI,26.21
Skoda,Mumbai,2022,49972,Petrol,Automatic,Second,15.6,1984.0,190.0,5.0,4,12493.0,Superb L&K 2.0 TSI,22.77
Skoda,Kolkata,2023,41365,Petrol,Automatic,First,15.3,1984.0,190.0,5.0,3,13788.3,Superb L&K 2.0 TSI,18.51
Skoda,Hyderabad,2023,35130,Petrol,Automatic,First,15.6,1984.0,190.0,5.0,3,11710.0,Superb L&K 2.0 TSI,24.89
Skoda,Mumbai,2023,40298,Petrol,Automatic,Second,15.6,1984.0,190.0,5.0,3,13432.7,Superb L&K 2.0 TSI,22.81
Skoda,Kochi,2023,55601,Petrol,Automatic,Second,15.7,1984.0,190.0,5.0,3,18533.7,Superb L&K 2.0 TSI,21.15
Skoda,Coimbatore,2023,28963,Petrol,Automatic,First,14.5,1984.0,190.0,5.0,3,9654.3,Superb L&K 2.0 TSI,36.76
Skoda,Kolkata,2023,33151,Petrol,Automatic,First,15.8,1984.0,190.0,5.0,3,11050.3,Superb L&K 2.0 TSI,39.09
Skoda,Kochi,2024,24525,Petrol,Automatic,First,14.6,1984.0,190.0,5.0,2,12262.5,Superb L&K 2.0 TSI,25.93
Skoda,Delhi,2024,18122,Petrol,Automatic,First,15.7,1984.0,190.0,5.0,2,9061.0,Superb L&K 2.0 TSI,34.83
Skoda,Kochi,2024,26716,Petrol,Automatic,First,14.9,1984.0,190.0,5.0,2,13358.0,Superb L&K 2.0 TSI,21.84
Skoda,Bangalore,2024,30840,Petrol,Automatic,First,14.7,1984.0,190.0,5.0,2,15420.0,Superb L&K 2.0 TSI,19.06
Skoda,Ahmedabad,2024,12940,Petrol,Automatic,First,15.7,1984.0,190.0,5.0,2,6470.0,Superb L&K 2.0 TSI,28.31
Skoda,Pune,2024,28025,Petrol,Automatic,First,15.6,1984.0,190.0,5.0,2,14012.5,Superb L&K 2.0 TSI,37.09
Skoda,Ahmedabad,2025,12818,Petrol,Automatic,First,15.0,1984.0,190.0,5.0,1,12818.0,Superb L&K 2.0 TSI,29.0
Skoda,Hyderabad,2025,11212,Petrol,Automatic,First,14.5,1984.0,190.0,5.0,1,11212.0,Superb L&K 2.0 TSI,36.69
Skoda,Chennai,2025,8402,Petrol,Automatic,First,14.6,1984.0,190.0,5.0,1,8402.0,Superb L&K 2.0 TSI,26.99
Skoda,Ahmedabad,2025,15164,Petrol,Automatic,First,14.7,1984.0,190.0,5.0,1,15164.0,Superb L&K 2.0 TSI,28.67
Skoda,Delhi,2026,5912,Petrol,Automatic,First,14.6,1984.0,190.0,5.0,0,5912.0,Superb L&K 2.0 TSI,32.29
Skoda,Coimbatore,2026,6388,Petrol,Automatic,First,14.6,1984.0,190.0,5.0,0,6388.0,Superb L&K 2.0 TSI,36.56
Skoda,Bangalore,2021,53032,Petrol,Automatic,Second,15.9,1984.0,190.0,5.0,5,10606.4,Octavia L&K 2.0 TSI,19.37
Skoda,Ahmedabad,2021,42848,Petrol,Automatic,First,16.0,1984.0,190.0,5.0,5,8569.6,Octavia L&K 2.0 TSI,19.56
Skoda,Mumbai,2021,46646,Petrol,Automatic,Second,15.9,1984.0,190.0,5.0,5,9329.2,Octavia L&K 2.0 TSI,24.57
Skoda,Pune,2021,62605,Petrol,Automatic,First,16.5,1984.0,190.0,5.0,5,12521.0,Octavia L&K 2.0 TSI,13.1
Skoda,Bangalore,2022,23733,Petrol,Automatic,Second,15.3,1984.0,190.0,5.0,4,5933.2,Octavia L&K 2.0 TSI,18.94
Skoda,Jaipur,2022,66887,Petrol,Automatic,First,15.6,1984.0,190.0,5.0,4,16721.8,Octavia L&K 2.0 TSI,25.27
Skoda,Chennai,2022,49634,Petrol,Automatic,First,15.7,1984.0,190.0,5.0,4,12408.5,Octavia L&K 2.0 TSI,19.5
Skoda,Kochi,2022,53423,Petrol,Automatic,Second,15.5,1984.0,190.0,5.0,4,13355.8,Octavia L&K 2.0 TSI,13.5
Skoda,Hyderabad,2022,41299,Petrol,Automatic,First,16.5,1984.0,190.0,5.0,4,10324.8,Octavia L&K 2.0 TSI,20.69
Skoda,Chennai,2022,37401,Petrol,Automatic,First,15.2,1984.0,190.0,5.0,4,9350.2,Octavia L&K 2.0 TSI,18.88
Skoda,Jaipur,2023,32901,Petrol,Automatic,First,15.9,1984.0,190.0,5.0,3,10967.0,Octavia L&K 2.0 TSI,19.38
Skoda,Mumbai,2023,35988,Petrol,Automatic,Second,15.6,1984.0,190.0,5.0,3,11996.0,Octavia L&K 2.0 TSI,23.37
Skoda,Coimbatore,2023,39111,Petrol,Automatic,First,16.1,1984.0,190.0,5.0,3,13037.0,Octavia L&K 2.0 TSI,21.26
Skoda,Hyderabad,2023,24601,Petrol,Automatic,First,15.8,1984.0,190.0,5.0,3,8200.3,Octavia L&K 2.0 TSI,23.92
Skoda,Kochi,2023,36166,Petrol,Automatic,First,16.3,1984.0,190.0,5.0,3,12055.3,Octavia L&K 2.0 TSI,18.69
Skoda,Coimbatore,2023,29522,Petrol,Automatic,Second,15.2,1984.0,190.0,5.0,3,9840.7,Octavia L&K 2.0 TSI,21.36
Skoda,Kochi,2024,25290,Petrol,Automatic,First,15.3,1984.0,190.0,5.0,2,12645.0,Octavia L&K 2.0 TSI,26.49
Skoda,Kochi,2024,22952,Petrol,Automatic,First,15.5,1984.0,190.0,5.0,2,11476.0,Octavia L&K 2.0 TSI,24.27
Skoda,Coimbatore,2024,15131,Petrol,Automatic,First,16.1,1984.0,190.0,5.0,2,7565.5,Octavia L&K 2.0 TSI,23.93
Skoda,Hyderabad,2024,20037,Petrol,Automatic,First,16.3,1984.0,190.0,5.0,2,10018.5,Octavia L&K 2.0 TSI,26.82
Skoda,Ahmedabad,2024,24278,Petrol,Automatic,First,16.1,1984.0,190.0,5.0,2,12139.0,Octavia L&K 2.0 TSI,21.71
Skoda,Delhi,2024,15048,Petrol,Automatic,First,16.0,1984.0,190.0,5.0,2,7524.0,Octavia L&K 2.0 TSI,19.82
Skoda,Bangalore,2025,8023,Petrol,Automatic,First,16.3,1984.0,190.0,5.0,1,8023.0,Octavia L&K 2.0 TSI,29.22
Skoda,Ahmedabad,2025,12622,Petrol,Automatic,First,16.3,1984.0,190.0,5.0,1,12622.0,Octavia L&K 2.0 TSI,28.75
Skoda,Hyderabad,2025,14301,Petrol,Automatic,First,15.4,1984.0,190.0,5.0,1,14301.0,Octavia L&K 2.0 TSI,16.75
Skoda,Delhi,2025,13014,Petrol,Automatic,First,16.4,1984.0,190.0,5.0,1,13014.0,Octavia L&K 2.0 TSI,31.27
Skoda,Hyderabad,2026,7671,Petrol,Automatic,First,16.4,1984.0,190.0,5.0,0,7671.0,Octavia L&K 2.0 TSI,32.22
Skoda,Jaipur,2026,2628,Petrol,Automatic,First,15.8,1984.0,190.0,5.0,0,2628.0,Octavia L&K 2.0 TSI,17.72
Skoda,Jaipur,2020,76579,Petrol,Manual,Second,19.4,999.0,110.0,5.0,6,12763.2,Rapid 1.0 TSI Style,3.54
Skoda,Chennai,2020,71677,Petrol,Automatic,Second,18.4,999.0,110.0,5.0,6,11946.2,Rapid 1.0 TSI Style,8.02
Skoda,Ahmedabad,2020,29679,Petrol,Automatic,Second,18.5,999.0,110.0,5.0,6,4946.5,Rapid 1.0 TSI Style,8.41
Skoda,Ahmedabad,2020,59594,Petrol,Automatic,First,19.2,999.0,110.0,5.0,6,9932.3,Rapid 1.0 TSI Style,5.27
Skoda,Bangalore,2021,51452,Petrol,Manual,First,18.8,999.0,110.0,5.0,5,10290.4,Rapid 1.0 TSI Style,5.96
Skoda,Kolkata,2021,31687,Petrol,Manual,First,18.5,999.0,110.0,5.0,5,6337.4,Rapid 1.0 TSI Style,7.1
Skoda,Ahmedabad,2021,45006,Petrol,Manual,First,18.9,999.0,110.0,5.0,5,9001.2,Rapid 1.0 TSI Style,4.47
Skoda,Bangalore,2021,73126,Petrol,Manual,First,18.7,999.0,110.0,5.0,5,14625.2,Rapid 1.0 TSI Style,9.45
Skoda,Kolkata,2022,56202,Petrol,Automatic,Second,19.0,999.0,110.0,5.0,4,14050.5,Rapid 1.0 TSI Style,9.77
Skoda,Hyderabad,2022,59519,Petrol,Automatic,Second,18.0,999.0,110.0,5.0,4,14879.8,Rapid 1.0 TSI Style,7.0
Skoda,Mumbai,2022,46510,Petrol,Automatic,Third,19.0,999.0,110.0,5.0,4,11627.5,Rapid 1.0 TSI Style,7.21
Skoda,Chennai,2022,37680,Petrol,Automatic,First,18.9,999.0,110.0,5.0,4,9420.0,Rapid 1.0 TSI Style,9.01
Skoda,Ahmedabad,2022,45110,Petrol,Automatic,First,18.8,999.0,110.0,5.0,4,11277.5,Rapid 1.0 TSI Style,9.49
Skoda,Hyderabad,2022,40579,Petrol,Automatic,First,19.3,999.0,110.0,5.0,4,10144.8,Rapid 1.0 TSI Style,7.77
Skoda,Kolkata,2023,28809,Petrol,Manual,First,19.8,999.0,110.0,5.0,3,9603.0,Rapid 1.0 TSI Style,7.86
Skoda,Kolkata,2023,21731,Petrol,Manual,First,18.5,999.0,110.0,5.0,3,7243.7,Rapid 1.0 TSI Style,6.56
Skoda,Bangalore,2023,33154,Petrol,Automatic,First,19.7,999.0,110.0,5.0,3,11051.3,Rapid 1.0 TSI Style,7.99
Skoda,Jaipur,2023,42301,Petrol,Automatic,First,18.6,999.0,110.0,5.0,3,14100.3,Rapid 1.0 TSI Style,7.6
Skoda,Jaipur,2023,31266,Petrol,Automatic,First,19.1,999.0,110.0,5.0,3,10422.0,Rapid 1.0 TSI Style,8.64
Skoda,Hyderabad,2023,27736,Petrol,Manual,Second,19.4,999.0,110.0,5.0,3,9245.3,Rapid 1.0 TSI Style,4.68
Skoda,Pune,2024,15565,Petrol,Manual,First,19.3,999.0,110.0,5.0,2,7782.5,Rapid 1.0 TSI Style,9.02
Skoda,Chennai,2024,28958,Petrol,Automatic,First,18.4,999.0,110.0,5.0,2,14479.0,Rapid 1.0 TSI Style,9.64
Skoda,Kochi,2024,13879,Petrol,Manual,First,18.9,999.0,110.0,5.0,2,6939.5,Rapid 1.0 TSI Style,6.04
Skoda,Kolkata,2024,21574,Petrol,Manual,First,18.7,999.0,110.0,5.0,2,10787.0,Rapid 1.0 TSI Style,7.29
Skoda,Pune,2024,15345,Petrol,Manual,First,19.2,999.0,110.0,5.0,2,7672.5,Rapid 1.0 TSI Style,10.96
Skoda,Chennai,2024,14944,Petrol,Automatic,First,18.1,999.0,110.0,5.0,2,7472.0,Rapid 1.0 TSI Style,7.98
Skoda,Ahmedabad,2025,12384,Petrol,Manual,First,18.9,999.0,110.0,5.0,1,12384.0,Rapid 1.0 TSI Style,12.2
Skoda,Pune,2025,11765,Petrol,Manual,First,18.9,999.0,110.0,5.0,1,11765.0,Rapid 1.0 TSI Style,9.45
Skoda,Coimbatore,2025,15378,Petrol,Manual,First,19.4,999.0,110.0,5.0,1,15378.0,Rapid 1.0 TSI Style,10.56
Skoda,Coimbatore,2025,5357,Petrol,Manual,First,19.1,999.0,110.0,5.0,1,5357.0,Rapid 1.0 TSI Style,9.59
Skoda,Mumbai,2026,7908,Petrol,Manual,First,18.9,999.0,110.0,5.0,0,7908.0,Rapid 1.0 TSI Style,12.32
Skoda,Delhi,2026,7945,Petrol,Automatic,First,19.0,999.0,110.0,5.0,0,7945.0,Rapid 1.0 TSI Style,9.54
Ford,Delhi,2020,53940,Diesel,Automatic,First,12.6,1996.0,170.0,7.0,6,8990.0,Endeavour 2.0 Titanium Plus 4x4,16.29
Ford,Hyderabad,2020,57428,Diesel,Automatic,First,12.3,1996.0,170.0,7.0,6,9571.3,Endeavour 2.0 Titanium Plus 4x4,17.12
Ford,Ahmedabad,2021,54533,Diesel,Automatic,First,12.9,1996.0,170.0,7.0,5,10906.6,Endeavour 2.0 Titanium Plus 4x4,24.89
Ford,Delhi,2021,61790,Diesel,Automatic,First,12.8,1996.0,170.0,7.0,5,12358.0,Endeavour 2.0 Titanium Plus 4x4,22.74
Ford,Hyderabad,2022,60779,Diesel,Automatic,First,12.8,1996.0,170.0,7.0,4,15194.8,Endeavour 2.0 Titanium Plus 4x4,21.96
Ford,Bangalore,2022,48034,Diesel,Automatic,First,12.3,1996.0,170.0,7.0,4,12008.5,Endeavour 2.0 Titanium Plus 4x4,20.36
Ford,Chennai,2022,37887,Diesel,Automatic,First,12.7,1996.0,170.0,7.0,4,9471.8,Endeavour 2.0 Titanium Plus 4x4,14.1
Ford,Kochi,2022,41371,Diesel,Automatic,Second,12.2,1996.0,170.0,7.0,4,10342.8,Endeavour 2.0 Titanium Plus 4x4,15.01
Ford,Kolkata,2023,22148,Diesel,Automatic,First,12.0,1996.0,170.0,7.0,3,7382.7,Endeavour 2.0 Titanium Plus 4x4,26.43
Ford,Delhi,2023,50268,Diesel,Automatic,First,12.0,1996.0,170.0,7.0,3,16756.0,Endeavour 2.0 Titanium Plus 4x4,33.91
Ford,Coimbatore,2023,20593,Diesel,Automatic,First,12.9,1996.0,170.0,7.0,3,6864.3,Endeavour 2.0 Titanium Plus 4x4,30.02
Ford,Bangalore,2023,37555,Diesel,Automatic,First,12.5,1996.0,170.0,7.0,3,12518.3,Endeavour 2.0 Titanium Plus 4x4,27.71
Ford,Bangalore,2024,20920,Diesel,Automatic,First,12.1,1996.0,170.0,7.0,2,10460.0,Endeavour 2.0 Titanium Plus 4x4,30.41
Ford,Bangalore,2024,35427,Diesel,Automatic,First,12.5,1996.0,170.0,7.0,2,17713.5,Endeavour 2.0 Titanium Plus 4x4,25.2
Ford,Jaipur,2024,20294,Diesel,Automatic,First,12.5,1996.0,170.0,7.0,2,10147.0,Endeavour 2.0 Titanium Plus 4x4,16.32
Ford,Coimbatore,2024,22164,Diesel,Automatic,Second,11.9,1996.0,170.0,7.0,2,11082.0,Endeavour 2.0 Titanium Plus 4x4,33.32
Ford,Kolkata,2025,17270,Diesel,Automatic,First,13.0,1996.0,170.0,7.0,1,17270.0,Endeavour 2.0 Titanium Plus 4x4,34.75
Ford,Kolkata,2025,5126,Diesel,Automatic,First,13.0,1996.0,170.0,7.0,1,5126.0,Endeavour 2.0 Titanium Plus 4x4,39.45
Ford,Coimbatore,2026,5635,Diesel,Automatic,First,12.3,1996.0,170.0,7.0,0,5635.0,Endeavour 2.0 Titanium Plus 4x4,26.89
Ford,Mumbai,2026,3526,Diesel,Automatic,First,11.8,1996.0,170.0,7.0,0,3526.0,Endeavour 2.0 Titanium Plus 4x4,32.48
Ford,Delhi,2020,86973,Diesel,Manual,First,22.4,1498.0,100.0,5.0,6,14495.5,EcoSport Thunder Edition Diesel,5.95
Ford,Kochi,2020,48675,Diesel,Manual,First,22.4,1498.0,100.0,5.0,6,8112.5,EcoSport Thunder Edition Diesel,4.28
Ford,Delhi,2021,47356,Diesel,Manual,First,21.6,1498.0,100.0,5.0,5,9471.2,EcoSport Thunder Edition Diesel,9.12
Ford,Pune,2021,37148,Diesel,Manual,Second,21.2,1498.0,100.0,5.0,5,7429.6,EcoSport Thunder Edition Diesel,6.71
Ford,Kochi,2022,54084,Diesel,Manual,First,22.6,1498.0,100.0,5.0,4,13521.0,EcoSport Thunder Edition Diesel,10.11
Ford,Kolkata,2022,26118,Diesel,Manual,First,21.9,1498.0,100.0,5.0,4,6529.5,EcoSport Thunder Edition Diesel,6.87
Ford,Mumbai,2022,45829,Diesel,Manual,First,22.7,1498.0,100.0,5.0,4,11457.2,EcoSport Thunder Edition Diesel,5.62
Ford,Bangalore,2022,41021,Diesel,Manual,First,22.3,1498.0,100.0,5.0,4,10255.2,EcoSport Thunder Edition Diesel,6.08
Ford,Bangalore,2023,43981,Diesel,Manual,First,21.1,1498.0,100.0,5.0,3,14660.3,EcoSport Thunder Edition Diesel,8.07
Ford,Pune,2023,37797,Diesel,Manual,First,21.5,1498.0,100.0,5.0,3,12599.0,EcoSport Thunder Edition Diesel,6.9
Ford,Bangalore,2023,27221,Diesel,Manual,First,22.6,1498.0,100.0,5.0,3,9073.7,EcoSport Thunder Edition Diesel,9.42
Ford,Ahmedabad,2023,52419,Diesel,Manual,First,21.5,1498.0,100.0,5.0,3,17473.0,EcoSport Thunder Edition Diesel,4.83
Ford,Jaipur,2024,18732,Diesel,Manual,First,22.6,1498.0,100.0,5.0,2,9366.0,EcoSport Thunder Edition Diesel,6.33
Ford,Coimbatore,2024,15492,Diesel,Manual,First,22.6,1498.0,100.0,5.0,2,7746.0,EcoSport Thunder Edition Diesel,8.71
Ford,Bangalore,2024,22541,Diesel,Manual,Second,21.1,1498.0,100.0,5.0,2,11270.5,EcoSport Thunder Edition Diesel,7.87
Ford,Kochi,2024,30698,Diesel,Manual,First,22.4,1498.0,100.0,5.0,2,15349.0,EcoSport Thunder Edition Diesel,10.22
Ford,Bangalore,2025,10750,Diesel,Manual,First,21.9,1498.0,100.0,5.0,1,10750.0,EcoSport Thunder Edition Diesel,8.45
Ford,Jaipur,2025,8614,Diesel,Manual,First,20.7,1498.0,100.0,5.0,1,8614.0,EcoSport Thunder Edition Diesel,10.87
Ford,Delhi,2026,3672,Diesel,Manual,First,21.9,1498.0,100.0,5.0,0,3672.0,EcoSport Thunder Edition Diesel,9.45
Ford,Kochi,2026,3010,Diesel,Manual,First,22.1,1498.0,100.0,5.0,0,3010.0,EcoSport Thunder Edition Diesel,7.02
Ford,Jaipur,2020,68837,Diesel,Manual,Second,19.9,1194.0,96.0,5.0,6,11472.8,Freestyle Titanium Plus,3.94
Ford,Kochi,2020,69162,Petrol,Manual,Second,19.8,1194.0,96.0,5.0,6,11527.0,Freestyle Titanium Plus,5.19
Ford,Delhi,2021,87214,Petrol,Manual,First,18.5,1194.0,96.0,5.0,5,17442.8,Freestyle Titanium Plus,3.45
Ford,Jaipur,2021,44275,Petrol,Manual,First,18.2,1194.0,96.0,5.0,5,8855.0,Freestyle Titanium Plus,2.89
Ford,Delhi,2022,59658,Diesel,Manual,First,19.4,1194.0,96.0,5.0,4,14914.5,Freestyle Titanium Plus,5.95
Ford,Coimbatore,2022,72977,Diesel,Manual,Second,18.5,1194.0,96.0,5.0,4,18244.2,Freestyle Titanium Plus,3.25
Ford,Pune,2022,45589,Diesel,Manual,First,18.2,1194.0,96.0,5.0,4,11397.2,Freestyle Titanium Plus,3.62
Ford,Coimbatore,2022,73259,Diesel,Manual,Second,19.0,1194.0,96.0,5.0,4,18314.8,Freestyle Titanium Plus,3.89
Ford,Ahmedabad,2023,24960,Diesel,Manual,First,18.2,1194.0,96.0,5.0,3,8320.0,Freestyle Titanium Plus,4.91
Ford,Coimbatore,2023,25023,Diesel,Manual,First,19.4,1194.0,96.0,5.0,3,8341.0,Freestyle Titanium Plus,4.89
Ford,Jaipur,2023,28264,Petrol,Manual,First,18.8,1194.0,96.0,5.0,3,9421.3,Freestyle Titanium Plus,6.49
Ford,Mumbai,2023,34830,Diesel,Manual,First,19.9,1194.0,96.0,5.0,3,11610.0,Freestyle Titanium Plus,4.97
